"","gkschid","g1schid","g2schid","g3schid","gktchid","g1tchid","g2tchid","g3tchid","gkfreelunch","g1freelunch","g2freelunch","g3freelunch","gksurban","g1surban","g2surban","g3surban","gktyears","g1tyears","g2tyears","g3tyears","gender","race","g3tmathss","classtype"
"1063",230612,230612,230612,230612,23061202,23061206,23061209,23061212,1,1,2,2,3,3,3,3,4,8,9,9,2,1,642,"1"
"1064",228606,228606,228606,228606,22860604,22860608,22860609,22860613,2,2,2,2,3,3,3,3,14,13,10,30,2,1,700,"1"
"1065",159171,159171,159171,159171,15917102,15917110,15917117,15917123,2,2,2,2,3,3,3,3,8,7,0,12,2,1,601,"1"
"1066",159171,159171,159171,159171,15917101,15917106,15917112,15917118,1,1,2,2,3,3,3,3,10,9,23,19,1,1,663,"3"
"1067",193423,193423,193423,193423,19342302,19342305,19342310,19342315,2,2,2,1,3,3,3,3,12,6,10,14,1,1,594,"1"
"1068",193423,193423,193423,193423,19342301,19342305,19342310,19342315,1,2,2,2,3,3,3,3,6,6,10,14,2,1,604,"1"
"1069",159171,159171,159171,159171,15917103,15917107,15917114,15917120,2,2,2,2,3,3,3,3,10,1,2,8,2,1,663,"2"
"1070",170295,170295,170295,170295,17029502,17029507,17029510,17029514,2,1,1,1,3,3,3,3,14,11,2,15,2,1,622,"3"
"1071",209510,209510,209510,209510,20951004,20951011,20951016,20951023,2,1,2,1,3,3,3,3,10,4,1,24,2,1,606,"1"
"1072",221571,221571,209510,209510,22157101,22157109,20951017,20951024,1,1,1,1,3,3,3,3,3,3,1,5,2,1,691,"2"
"1073",221574,221574,221574,221574,22157403,22157406,22157411,22157415,2,2,2,2,3,3,3,3,8,15,11,18,2,1,659,"1"
"1074",225585,225585,225585,225585,22558502,22558508,22558511,22558514,2,2,2,2,3,3,3,3,15,2,14,10,1,1,648,"1"
"1075",225585,225585,225585,225585,22558502,22558508,22558511,22558515,2,2,2,1,3,3,3,3,15,2,14,16,2,1,618,"1"
"1076",162184,162184,162184,162184,16218402,16218407,16218409,16218414,1,1,1,1,3,3,3,3,5,2,22,10,1,1,589,"3"
"1077",231616,231616,231616,231616,23161602,23161605,23161610,23161614,2,1,1,1,3,3,3,3,9,5,0,15,1,1,614,"1"
"1078",231616,231616,231616,231616,23161601,23161604,23161608,23161612,2,2,2,2,3,3,3,3,12,39,9,16,1,1,684,"3"
"1079",261927,261927,261927,261927,26192704,26192706,26192712,26192715,2,2,2,2,3,3,3,3,11,5,11,19,2,1,629,"2"
"1080",162184,162184,162184,162184,16218403,16218408,16218412,16218416,2,2,2,2,3,3,3,3,6,19,12,3,1,1,586,"1"
"1081",261927,261927,261927,261927,26192703,26192709,26192713,26192717,2,1,1,1,3,3,3,3,3,17,17,13,1,1,582,"1"
"1082",231616,231616,231616,231616,23161602,23161605,23161610,23161614,2,2,2,2,3,3,3,3,9,5,0,15,1,1,691,"1"
"1083",261927,261927,261927,261927,26192703,26192709,26192713,26192717,1,1,1,1,3,3,3,3,3,17,17,13,1,1,629,"1"
"1084",234628,234628,234628,234628,23462801,23462807,23462812,23462817,2,2,2,2,3,3,3,3,9,21,10,17,1,1,726,"1"
"1085",208501,208501,208501,208501,20850102,20850106,20850109,20850113,2,2,2,2,3,3,3,3,12,21,14,9,1,1,691,"3"
"1086",169229,169229,169229,169229,16922906,16922908,16922921,16922936,2,2,2,2,2,2,2,2,16,14,16,9,2,2,610,"1"
"1087",261927,261927,261927,261927,26192702,26192708,26192712,26192715,2,2,2,2,3,3,3,3,13,16,11,19,2,1,622,"2"
"1088",244831,244831,244831,244831,24483101,24483104,24483108,24483112,1,1,1,1,2,2,2,2,12,1,11,8,1,2,711,"1"
"1089",244774,244774,244774,244774,24477402,24477409,24477417,24477423,2,2,2,2,1,1,1,1,6,9,33,18,1,2,618,"1"
"1090",259915,259915,259915,259915,25991501,25991504,25991508,25991512,2,2,2,2,3,3,3,3,11,0,9,34,2,1,612,"1"
"1091",208503,208503,208503,208503,20850302,20850304,20850309,20850314,2,2,2,2,3,3,3,3,8,3,12,14,2,1,691,"1"
"1092",244831,244831,244831,244831,24483101,24483104,24483108,24483112,2,1,1,2,2,2,2,2,12,1,11,8,1,2,667,"1"
"1093",244799,244799,244799,244799,24479903,24479908,24479913,24479918,2,2,2,2,2,2,2,2,5,23,7,24,2,2,678,"1"
"1094",215533,215533,215533,215533,21553302,21553310,21553315,21553324,2,2,2,2,3,3,3,3,15,13,15,21,1,1,620,"2"
"1095",244764,244764,244764,244764,24476401,24476403,24476408,24476409,1,1,1,1,1,1,1,1,1,17,10,0,2,2,608,"3"
"1096",193422,193422,193422,193422,19342202,19342204,19342207,19342211,2,2,2,2,3,3,3,3,8,13,15,17,2,1,645,"1"
"1097",244727,244727,244727,244727,24472701,24472706,24472714,24472719,2,2,2,2,2,2,2,2,21,3,4,13,2,2,582,"1"
"1098",244746,244746,244746,244746,24474603,24474606,24474608,24474612,1,2,2,2,1,1,1,1,5,2,13,31,2,2,726,"1"
"1099",216536,216537,216537,216537,21653602,21653702,21653709,21653716,2,2,2,2,3,3,3,3,13,0,16,1,2,1,618,"3"
"1100",253888,253888,253888,253888,25388802,25388804,25388808,25388811,2,2,2,2,3,3,3,3,0,7,1,7,2,1,691,"2"
"1101",257905,257905,257905,257905,25790501,25790509,25790517,25790524,2,2,2,2,4,4,4,4,7,27,12,19,1,1,711,"1"
"1102",253888,253888,253888,253888,25388802,25388804,25388808,25388811,1,1,1,1,3,3,3,3,0,7,1,7,2,1,618,"2"
"1103",205490,205490,205490,205490,20549002,20549004,20549008,20549010,1,1,1,1,1,1,1,1,11,1,1,11,1,2,659,"3"
"1104",112038,112038,112038,112038,11203803,11203804,11203808,11203810,1,1,1,1,4,4,4,4,17,7,12,19,1,1,614,"3"
"1105",123056,123056,123056,123056,12305601,12305605,12305608,12305612,1,1,2,2,3,3,3,3,4,8,34,10,2,1,618,"3"
"1106",130085,130085,130085,130085,13008503,13008506,13008509,13008513,2,2,2,2,2,2,2,2,8,1,22,15,2,1,639,"3"
"1107",234628,234628,234628,234628,23462801,23462806,23462815,23462820,2,2,2,2,3,3,3,3,9,8,16,6,2,1,634,"1"
"1108",161183,161183,161183,161183,16118306,16118311,16118314,16118320,1,1,1,1,3,3,3,3,16,7,10,18,1,1,614,"1"
"1109",161183,161183,161183,161183,16118301,16118308,16118316,16118321,2,2,2,2,3,3,3,3,12,15,10,13,2,1,659,"2"
"1110",166203,166203,166203,166203,16620303,16620307,16620308,16620311,2,2,2,2,4,4,4,4,5,15,20,20,2,1,667,"3"
"1111",164198,164198,164198,164198,16419801,16419805,16419809,16419813,2,2,2,2,3,3,3,3,13,12,6,16,1,1,604,"3"
"1112",168211,168211,168211,168211,16821104,16821109,16821115,16821119,2,2,2,2,3,3,3,3,8,12,14,1,2,1,612,"1"
"1113",176329,176329,176329,176329,17632902,17632905,17632911,17632915,1,1,1,1,3,3,3,3,27,27,10,4,2,1,568,"1"
"1114",176329,176329,176329,176329,17632902,17632908,17632912,17632916,1,1,1,1,3,3,3,3,27,2,28,36,2,1,618,"1"
"1115",168214,168214,168214,168214,16821403,16821405,16821408,16821412,1,1,1,1,3,3,3,3,16,11,31,7,1,1,620,"2"
"1116",123056,123056,123056,123056,12305601,12305605,12305608,12305612,2,2,2,2,3,3,3,3,4,8,34,10,1,1,684,"3"
"1117",234628,234628,234628,234628,23462802,23462809,23462814,23462819,1,1,1,1,3,3,3,3,20,9,5,3,2,1,626,"3"
"1118",123056,123056,123056,123056,12305602,12305606,12305609,12305611,2,1,2,2,3,3,3,3,6,12,6,15,1,1,594,"1"
"1119",123056,123056,123056,123056,12305601,12305605,12305608,12305612,2,2,2,2,3,3,3,3,4,8,34,10,1,1,659,"3"
"1120",168214,168214,168214,168214,16821402,16821406,16821409,16821413,2,2,2,2,3,3,3,3,6,16,8,12,1,1,667,"3"
"1121",169229,169229,169229,169229,16922901,16922909,16922927,16922935,2,2,2,2,2,2,2,2,15,9,8,17,1,1,620,"1"
"1122",252885,252885,252885,252885,25288503,25288508,25288510,25288515,2,2,2,2,3,3,3,3,5,2,12,5,1,1,603,"2"
"1123",201449,201449,201449,201449,20144904,20144910,20144919,20144925,2,2,2,2,3,3,3,3,7,9,8,15,2,1,642,"3"
"1124",169229,169229,169229,169229,16922904,16922918,16922925,16922938,2,2,2,2,2,2,2,2,5,4,9,15,1,1,596,"3"
"1125",264945,264945,264945,264945,26494505,26494510,26494512,26494519,2,2,2,2,2,2,2,2,8,6,9,19,1,1,648,"1"
"1126",169280,169280,169280,169280,16928003,16928007,16928009,16928013,2,2,2,2,2,2,2,2,7,4,19,19,1,1,612,"3"
"1127",264945,264945,264945,264945,26494504,26494510,26494512,26494518,2,2,2,2,2,2,2,2,5,6,9,6,1,1,648,"1"
"1128",216536,216537,216537,216537,21653603,21653706,21653712,21653715,2,2,2,2,3,3,3,3,8,14,6,2,2,1,648,"1"
"1129",169229,169229,169229,169229,16922905,16922908,16922921,16922936,2,2,2,2,2,2,2,2,10,14,16,9,1,1,672,"1"
"1130",169229,169229,169229,169229,16922906,16922910,16922922,16922934,2,2,2,2,2,2,2,2,16,23,33,15,1,1,700,"1"
"1131",201449,201449,201449,201449,20144905,20144912,20144917,20144924,2,2,2,2,3,3,3,3,10,21,15,9,1,1,639,"2"
"1132",166203,166203,166203,166203,16620303,16620307,16620308,16620311,2,2,2,2,4,4,4,4,5,15,20,20,2,1,634,"3"
"1133",191411,191411,191411,191411,19141103,19141106,19141109,19141112,1,1,1,2,3,3,3,3,13,19,14,3,1,1,618,"2"
"1134",203452,203452,203452,203452,20345204,20345206,20345214,20345219,2,2,2,2,3,3,3,3,5,28,4,16,2,1,588,"3"
"1135",203452,203452,203452,203452,20345202,20345209,20345213,20345218,2,1,1,1,3,3,3,3,11,19,19,22,2,1,663,"2"
"1136",203457,203457,203457,203457,20345702,20345705,20345709,20345713,2,2,2,2,3,3,3,3,9,20,19,2,2,1,634,"3"
"1137",234628,234628,234628,234628,23462801,23462806,23462815,23462820,2,2,2,2,3,3,3,3,9,8,16,6,1,1,639,"1"
"1138",189396,189396,189396,189396,18939603,18939607,18939610,18939614,1,1,1,1,3,3,3,3,12,6,2,10,1,2,606,"3"
"1139",189396,189396,189396,189396,18939603,18939607,18939610,18939614,1,1,1,1,3,3,3,3,12,6,2,10,2,1,634,"3"
"1140",201449,201449,201449,201449,20144901,20144907,20144915,20144922,2,2,2,2,3,3,3,3,4,8,20,20,1,1,629,"1"
"1141",203452,203452,203452,203452,20345203,20345208,20345215,20345220,1,1,2,1,3,3,3,3,19,1,11,31,1,1,606,"1"
"1142",205488,205488,205488,205488,20548801,20548807,20548808,20548812,2,2,2,2,2,2,2,2,0,3,25,12,1,1,631,"3"
"1143",212522,212522,212522,212522,21252202,21252209,21252214,21252219,2,1,2,2,4,4,4,4,13,7,30,9,2,1,645,"3"
"1144",205490,205490,205490,205490,20549001,20549006,20549009,20549012,1,1,1,1,1,1,1,1,3,1,8,18,1,2,580,"1"
"1145",212522,212522,212522,212522,21252201,21252210,21252211,21252216,1,1,1,1,4,4,4,4,9,0,12,31,2,1,567,"3"
"1146",203452,203452,203452,203452,20345202,20345209,20345213,20345218,2,2,2,2,3,3,3,3,11,19,19,22,1,1,606,"2"
"1147",205492,205492,205492,205492,20549201,20549205,20549208,20549213,1,1,1,1,2,2,2,2,0,2,7,17,1,2,535,"3"
"1148",259915,259915,259915,259915,25991503,25991506,25991509,25991513,1,1,1,1,3,3,3,3,5,12,2,1,1,1,556,"2"
"1149",259915,259915,259915,259915,25991502,25991507,25991511,25991514,2,2,2,2,3,3,3,3,15,2,19,0,2,1,603,"3"
"1150",208503,208503,208503,208503,20850302,20850304,20850309,20850314,2,2,2,2,3,3,3,3,8,3,12,14,1,1,726,"1"
"1151",230612,230612,230612,230612,23061202,23061206,23061209,23061212,2,2,2,2,3,3,3,3,4,8,9,9,2,1,597,"1"
"1152",209510,209510,209510,209510,20951005,20951011,20951016,20951023,2,2,2,2,3,3,3,3,15,4,1,24,2,1,645,"1"
"1153",209510,209510,209510,209510,20951004,20951011,20951016,20951021,2,2,2,1,3,3,3,3,10,4,1,5,1,1,667,"1"
"1154",212522,212522,212522,212522,21252203,21252208,21252213,21252217,1,1,1,1,4,4,4,4,21,16,17,11,2,1,639,"1"
"1155",215533,215533,215533,215533,21553303,21553312,21553317,21553322,2,2,1,2,3,3,3,3,6,18,9,23,1,1,663,"1"
"1156",215533,215533,215533,215533,21553306,21553310,21553318,21553323,2,2,2,2,3,3,3,3,0,13,18,24,2,1,659,"2"
"1157",193422,193422,193422,193422,19342202,19342204,19342207,19342211,2,2,2,2,3,3,3,3,8,13,15,17,2,1,573,"1"
"1158",215533,215533,215533,215533,21553305,21553312,21553317,21553325,2,2,2,2,3,3,3,3,4,18,9,5,2,1,626,"1"
"1159",215533,215533,215533,215533,21553302,21553307,21553315,21553324,2,2,2,2,3,3,3,3,15,7,15,21,2,1,639,"2"
"1160",159171,159171,159171,159171,15917102,15917110,15917117,15917123,2,2,2,2,3,3,3,3,8,7,0,12,1,1,588,"1"
"1161",159171,159171,159171,159171,15917104,15917110,15917117,15917123,2,2,2,2,3,3,3,3,6,7,0,12,1,1,582,"1"
"1162",193422,193422,193422,193422,19342202,19342204,19342207,19342211,1,1,1,1,3,3,3,3,8,13,15,17,1,1,663,"1"
"1163",215533,215533,215533,215533,21553303,21553311,21553316,21553325,2,2,2,2,3,3,3,3,6,26,4,5,1,2,667,"1"
"1164",193422,193422,193422,193423,19342201,19342205,19342208,19342318,2,2,1,1,3,3,3,3,9,11,7,9,2,1,663,"3"
"1165",170295,170295,170295,170295,17029504,17029508,17029511,17029515,2,2,2,2,3,3,3,3,1,3,13,8,2,1,667,"1"
"1166",201449,201449,201449,201449,20144905,20144912,20144917,20144924,2,2,2,2,3,3,3,3,10,21,15,9,1,1,648,"2"
"1167",230612,230612,230612,230612,23061202,23061206,23061209,23061212,2,2,2,2,3,3,3,3,4,8,9,9,1,1,645,"1"
"1168",209510,209510,209510,209510,20951005,20951010,20951013,20951022,2,2,2,2,3,3,3,3,15,8,7,1,2,1,700,"1"
"1169",221571,221571,221571,221571,22157102,22157111,22157114,22157119,2,2,2,2,3,3,3,3,3,21,39,6,2,1,591,"1"
"1170",225585,225585,225585,225585,22558502,22558506,22558510,22558514,2,2,2,2,3,3,3,3,15,11,14,10,1,1,601,"1"
"1171",231616,231616,231616,231616,23161602,23161605,23161610,23161614,1,1,1,1,3,3,3,3,9,5,0,15,1,1,651,"1"
"1172",231616,231616,231616,231616,23161601,23161604,23161608,23161612,2,2,2,2,3,3,3,3,12,39,9,16,1,1,774,"3"
"1173",176329,176329,176329,176329,17632901,17632906,17632909,17632913,1,2,2,2,3,3,3,3,2,1,12,3,2,1,616,"2"
"1174",176329,176329,176329,176329,17632901,17632906,17632909,17632913,1,2,2,2,3,3,3,3,2,1,12,3,2,1,604,"2"
"1175",162184,162184,162184,162184,16218402,16218407,16218409,16218414,2,2,2,2,3,3,3,3,5,2,22,10,1,1,691,"3"
"1176",234628,234628,234628,234628,23462804,23462807,23462812,23462817,2,1,2,2,3,3,3,3,10,21,10,17,2,2,582,"1"
"1177",189396,189396,189396,189396,18939603,18939607,18939610,18939614,1,1,1,1,3,3,3,3,12,6,2,10,2,1,552,"3"
"1178",234628,234628,234628,234628,23462805,23462808,23462816,23462821,2,2,2,2,3,3,3,3,8,23,23,21,1,1,622,"2"
"1179",234628,234628,234628,234628,23462804,23462807,23462812,23462817,1,1,1,1,3,3,3,3,10,21,10,17,1,2,538,"1"
"1180",215533,215533,215533,215533,21553305,21553311,21553316,21553322,2,2,2,2,3,3,3,3,4,26,4,23,1,1,711,"1"
"1181",244728,244728,244728,244728,24472803,24472806,24472810,24472813,1,1,1,1,1,1,1,1,15,3,30,22,2,2,591,"2"
"1182",244697,244697,244697,244697,24469702,24469711,24469714,24469719,1,1,1,1,1,1,1,1,1,4,26,7,2,2,608,"1"
"1183",244736,244736,244736,244736,24473603,24473606,24473607,24473611,1,1,1,1,1,1,1,1,6,0,1,14,1,2,659,"1"
"1184",244776,244776,244776,244776,24477605,24477610,24477618,24477623,1,1,1,1,1,1,1,1,2,2,8,11,2,2,678,"1"
"1185",244839,244839,244839,244839,24483903,24483909,24483915,24483918,2,2,2,2,2,2,2,2,20,0,22,26,1,2,620,"2"
"1186",244774,244774,244774,244774,24477404,24477409,24477413,24477421,1,1,1,1,1,1,1,1,2,9,8,21,2,2,629,"1"
"1187",244799,244799,244799,244799,24479901,24479905,24479911,24479916,1,1,1,1,2,2,2,2,10,4,28,11,2,2,599,"3"
"1188",244776,244776,244776,244776,24477608,24477609,24477616,24477624,1,1,1,1,1,1,1,1,3,8,21,14,2,2,582,"1"
"1189",244736,244736,244736,244736,24473603,24473606,24473607,24473611,1,1,1,1,1,1,1,1,6,0,1,14,1,2,562,"1"
"1190",252885,252885,252885,252885,25288502,25288508,25288510,25288515,2,2,2,2,3,3,3,3,10,2,12,5,2,2,596,"2"
"1191",252885,252885,252885,252885,25288503,25288506,25288511,25288515,2,2,2,2,3,3,3,3,5,2,12,5,2,1,614,"2"
"1192",216536,216537,216537,216537,21653604,21653705,21653708,21653714,2,2,2,2,3,3,3,3,22,9,0,7,2,1,620,"1"
"1193",257899,257899,257899,257899,25789904,25789907,25789915,25789918,2,2,2,2,3,3,3,3,12,15,10,22,2,1,603,"2"
"1194",257905,257905,257905,257905,25790501,25790510,25790517,25790524,1,2,2,2,4,4,4,4,7,20,12,19,2,1,614,"1"
"1195",257899,257899,257899,257899,25789901,25789907,25789915,25789918,2,2,2,2,3,3,3,3,13,15,10,22,2,1,663,"2"
"1196",257899,257899,257899,257899,25789902,25789909,25789914,25789920,2,2,2,2,3,3,3,3,13,6,17,10,2,1,614,"1"
"1197",257905,257905,257905,257905,25790507,25790514,25790521,25790528,1,1,1,1,4,4,4,4,11,10,17,38,2,1,659,"3"
"1198",257899,257899,257899,257899,25789903,25789910,25789914,25789919,2,2,2,2,3,3,3,3,8,14,17,19,2,1,626,"1"
"1199",228606,228606,228606,228606,22860603,22860608,22860609,22860613,1,1,1,1,3,3,3,3,12,13,10,30,2,1,620,"1"
"1200",170295,170295,170295,170295,17029504,17029508,17029511,17029515,1,1,1,1,3,3,3,3,1,3,13,8,2,1,568,"1"
"1201",221574,221574,221574,221574,22157402,22157408,22157412,22157416,2,2,2,2,3,3,3,3,8,11,6,7,2,1,629,"3"
"1202",234628,234628,234628,234628,23462804,23462806,23462815,23462820,2,2,2,2,3,3,3,3,10,8,16,6,1,1,672,"1"
"1203",264945,264945,264945,264945,26494502,26494508,26494516,26494522,2,2,2,2,2,2,2,2,3,27,9,8,1,1,601,"3"
"1204",234628,234628,234628,234628,23462802,23462809,23462813,23462818,2,1,2,2,3,3,3,3,20,9,11,13,1,1,678,"3"
"1205",130085,130085,130085,130085,13008501,13008505,13008510,13008514,2,2,2,2,2,2,2,2,22,10,4,4,2,1,642,"2"
"1206",128076,128076,128076,128076,12807602,12807607,12807611,12807615,2,2,2,2,2,2,2,2,8,8,22,15,1,1,629,"2"
"1207",128079,128079,128079,128079,12807902,12807904,12807911,12807915,2,2,2,2,3,3,3,3,8,8,13,23,1,1,604,"3"
"1208",203457,203457,203457,203457,20345703,20345706,20345710,20345714,1,2,2,2,3,3,3,3,15,13,0,2,2,1,620,"1"
"1209",164198,164198,164198,164198,16419802,16419806,16419807,16419811,2,2,2,2,3,3,3,3,12,8,33,2,2,1,663,"1"
"1210",165199,165199,165199,165199,16519903,16519906,16519909,16519911,2,2,2,2,4,4,4,4,12,14,18,36,2,2,579,"3"
"1211",168214,168214,168214,168214,16821403,16821405,16821408,16821412,2,2,2,2,3,3,3,3,16,11,31,7,2,1,700,"2"
"1212",168211,168211,168211,168211,16821105,16821107,16821114,16821117,2,2,2,2,3,3,3,3,14,17,26,14,2,1,601,"3"
"1213",168211,168211,168211,168211,16821101,16821110,16821111,16821116,1,1,1,1,3,3,3,3,10,0,18,14,2,1,610,"2"
"1214",168214,168214,168214,168214,16821402,16821406,16821409,16821413,2,2,2,2,3,3,3,3,6,16,8,12,1,1,554,"3"
"1215",168211,168211,168211,168211,16821105,16821107,16821114,16821117,2,2,2,2,3,3,3,3,14,17,26,14,1,1,648,"3"
"1216",169219,169219,169219,169219,16921901,16921904,16921911,16921917,2,1,1,2,2,2,2,2,14,13,2,6,1,1,599,"1"
"1217",169229,169229,169229,169229,16922906,16922910,16922922,16922934,2,2,2,2,2,2,2,2,16,23,33,15,2,1,618,"1"
"1218",169280,262937,262937,262937,16928001,26293706,26293710,26293715,2,2,2,2,2,2,2,2,12,20,19,13,2,1,597,"1"
"1219",173312,173312,173312,173312,17331202,17331205,17331210,17331212,2,2,2,2,3,3,3,3,11,11,13,4,1,1,589,"2"
"1220",191411,191411,191411,191411,19141102,19141105,19141108,19141111,1,1,1,1,3,3,3,3,8,18,6,17,1,1,589,"3"
"1221",191411,191411,191411,191411,19141101,19141104,19141107,19141110,2,1,1,1,3,3,3,3,8,1,8,9,2,1,597,"1"
"1222",203457,203457,203457,203457,20345702,20345705,20345709,20345713,2,2,2,2,3,3,3,3,9,20,19,2,2,1,626,"3"
"1223",191411,191411,191411,191411,19141101,19141104,19141107,19141110,2,1,1,1,3,3,3,3,8,1,8,9,1,1,568,"1"
"1224",189396,189396,189396,189396,18939603,18939607,18939610,18939614,2,1,2,2,3,3,3,3,12,6,2,10,1,1,624,"3"
"1225",189378,189378,189378,189378,18937801,18937808,18937812,18937816,2,2,2,2,3,3,3,3,17,6,12,14,2,1,608,"2"
"1226",189378,189378,189378,189378,18937801,18937808,18937812,18937816,2,1,2,2,3,3,3,3,17,6,12,14,2,1,536,"2"
"1227",191411,191411,191411,191411,19141102,19141105,19141108,19141111,1,1,1,1,3,3,3,3,8,18,6,17,2,1,663,"3"
"1228",170295,170295,170295,170295,17029503,17029508,17029511,17029515,1,1,1,1,3,3,3,3,2,3,13,8,2,1,616,"1"
"1229",225585,225585,225585,225585,22558501,22558507,22558512,22558516,2,2,2,2,3,3,3,3,13,11,13,17,1,1,648,"2"
"1230",201449,201449,201449,201449,20144902,20144911,20144916,20144923,2,2,2,2,3,3,3,3,12,16,15,15,2,1,629,"3"
"1231",203452,203452,203452,203452,20345201,20345208,20345211,20345217,1,1,1,1,3,3,3,3,19,1,32,17,2,2,559,"1"
"1232",161176,161176,161176,161176,16117602,16117608,16117609,16117613,2,1,2,2,3,3,3,3,2,31,1,12,1,1,624,"3"
"1233",128079,128079,128079,128079,12807903,12807905,12807908,12807913,1,1,2,1,3,3,3,3,8,7,15,13,1,1,629,"1"
"1234",208501,208501,208501,208501,20850104,20850105,20850112,20850116,2,2,2,2,3,3,3,3,5,16,18,12,2,1,726,"1"
"1235",208501,208501,208501,208501,20850102,20850106,20850109,20850113,2,2,2,2,3,3,3,3,12,21,14,9,1,1,603,"3"
"1236",209510,209510,209510,209510,20951005,20951011,20951016,20951021,2,1,1,1,3,3,3,3,15,4,1,5,2,1,663,"1"
"1237",221571,221571,221571,221571,22157104,22157111,22157114,22157119,1,1,1,1,3,3,3,3,21,21,39,6,1,2,618,"1"
"1238",169280,169280,169280,169280,16928001,16928004,16928011,16928014,2,2,1,2,2,2,2,2,12,23,15,20,1,1,663,"1"
"1239",212522,212522,212522,212522,21252205,21252206,21252212,21252218,2,2,2,2,4,4,4,4,4,17,28,1,1,1,622,"2"
"1240",215533,215533,215533,215533,21553306,21553307,21553318,21553324,2,2,2,2,3,3,3,3,0,7,18,21,1,1,651,"2"
"1241",215533,215533,215533,215533,21553302,21553307,21553318,21553323,2,2,2,2,3,3,3,3,15,7,18,24,1,1,604,"2"
"1242",159171,159171,159171,159171,15917105,15917107,15917114,15917120,2,2,2,2,3,3,3,3,16,1,2,8,2,1,639,"2"
"1243",193422,193422,193422,193422,19342201,19342205,19342208,19342213,2,2,2,2,3,3,3,3,9,11,7,17,1,1,659,"3"
"1244",230612,230612,230612,230612,23061201,23061205,23061208,23061211,2,2,2,2,3,3,3,3,6,11,15,5,1,1,684,"3"
"1245",209510,209510,209510,209510,20951004,20951011,20951016,20951021,2,2,2,2,3,3,3,3,10,4,1,5,1,1,678,"1"
"1246",209510,209510,209510,209510,20951001,20951007,20951017,20951024,2,2,2,2,3,3,3,3,8,0,1,5,2,1,667,"2"
"1247",228606,228606,228606,228606,22860604,22860608,22860609,22860613,2,2,2,2,3,3,3,3,14,13,10,30,2,1,700,"1"
"1248",230612,230612,230612,230612,23061202,23061206,23061209,23061212,2,2,2,2,3,3,3,3,4,8,9,9,1,1,667,"1"
"1249",230612,230612,230612,230612,23061203,23061204,23061207,23061210,1,1,1,1,3,3,3,3,6,8,19,0,1,1,541,"2"
"1250",231616,231616,231616,231616,23161603,23161606,23161607,23161611,1,1,1,1,3,3,3,3,20,32,6,0,1,1,601,"2"
"1251",234628,234628,234628,234628,23462802,23462809,23462814,23462819,2,2,2,2,3,3,3,3,20,9,5,3,2,1,596,"3"
"1252",244831,244831,244831,244831,24483103,24483107,24483109,24483114,1,1,2,2,2,2,2,2,2,9,18,8,1,1,538,"3"
"1253",230612,230612,230612,230612,23061202,23061206,23061209,23061212,1,1,2,2,3,3,3,3,4,8,9,9,2,1,651,"1"
"1254",257905,257905,257905,257905,25790503,25790508,25790518,25790525,2,2,2,2,4,4,4,4,13,18,23,9,2,1,597,"1"
"1255",244708,244708,244708,244708,24470804,24470810,24470815,24470823,1,1,1,1,1,1,1,1,3,4,7,25,1,2,585,"2"
"1256",244697,244697,244697,244697,24469702,24469706,24469713,24469719,1,1,2,2,1,1,1,1,1,26,4,7,2,2,588,"1"
"1257",244831,244831,244831,244831,24483103,24483107,24483109,24483114,1,1,2,2,2,2,2,2,2,9,18,8,1,1,550,"3"
"1258",244799,244799,244799,244799,24479903,24479908,24479913,24479918,2,2,2,2,2,2,2,2,5,23,8,24,2,2,711,"1"
"1259",244776,244776,244776,244776,24477608,24477610,24477618,24477624,2,2,1,1,1,1,1,1,3,2,8,14,1,2,636,"1"
"1260",216536,216537,216537,216537,21653604,21653705,21653708,21653714,2,2,2,2,3,3,3,3,22,9,0,7,1,1,667,"1"
"1261",216536,216537,216537,216537,21653602,21653702,21653709,21653716,2,2,2,2,3,3,3,3,13,0,16,1,2,1,711,"3"
"1262",216536,216537,216537,216537,21653601,21653703,21653707,21653723,2,2,2,2,3,3,3,3,2,13,20,28,2,1,597,"2"
"1263",253888,253888,253888,253888,25388802,25388804,25388808,25388811,1,1,1,1,3,3,3,3,0,7,1,7,2,1,651,"2"
"1264",221574,221574,221574,221574,22157402,22157408,22157412,22157416,2,2,2,2,3,3,3,3,8,11,6,7,2,1,639,"3"
"1265",189396,189396,189396,189396,18939603,18939607,18939610,18939614,2,1,2,2,3,3,3,3,12,6,2,10,1,1,593,"3"
"1266",189396,189396,189396,189396,18939602,18939606,18939609,18939612,1,2,2,2,3,3,3,3,4,20,18,17,2,1,576,"2"
"1267",189378,189378,189378,189378,18937801,18937808,18937812,18937816,2,2,2,2,3,3,3,3,17,6,12,14,1,1,604,"2"
"1268",189382,189382,189382,189382,18938204,18938205,18938210,18938213,2,2,2,2,2,2,2,2,7,19,17,17,2,1,651,"1"
"1269",128076,128076,128076,128076,12807601,12807604,12807610,12807614,2,2,2,2,2,2,2,2,0,9,15,18,2,1,614,"1"
"1270",244776,244776,244776,244776,24477608,24477610,24477618,24477624,2,2,2,2,1,1,1,1,3,2,8,14,1,2,606,"1"
"1271",244780,244780,244780,244780,24478002,24478004,24478008,24478010,1,1,2,1,1,1,1,1,10,2,1,3,2,2,544,"2"
"1272",212522,212522,212522,212522,21252205,21252206,21252212,21252218,1,1,1,1,4,4,4,4,4,17,28,1,2,1,620,"2"
